winning_agent,winning_bid_value,winner_aggregated_signal,signal_max,Profit,Probability,efficiency,auction_time,N,A,L,S,B,Delay
6.0,0.04986433292372008,0.05645678190480277,0.05645678190480277,0.006592448981082695,0.9720031875518409,0.8832301672419293,1199.0,4.0,4.0,0.0,0.0,4.0,4.0
4.0,0.12127092693659396,0.12772136118421573,0.1277380569646989,0.006450434247621775,0.9588881598747534,0.9493719398762096,1199.0,4.0,4.0,0.0,0.0,4.0,4.0
10.0,0.04979513683773244,0.056338800197751206,0.056338800197751206,0.006543663360018763,0.9994280591968219,0.8838515670008897,1199.0,4.0,4.0,0.0,0.0,4.0,4.0
7.0,0.053634844980585086,0.060094838806339396,0.06010555625626081,0.006459993825754309,0.9858695931462022,0.8923442077785994,1199.0,4.0,4.0,0.0,0.0,4.0,4.0
2.0,0.08983068123327406,0.09636008918636435,0.09636008918636435,0.006529407953090288,0.9723964730465521,0.9322394986532012,1199.0,4.0,4.0,0.0,0.0,4.0,4.0
9.0,0.3047733943333902,0.31127692185950534,0.31145997391669794,0.00650352752611516,0.9970412718514968,0.9785314963614036,1199.0,4.0,4.0,0.0,0.0,4.0,4.0
4.0,0.0925541415067217,0.09922964234789321,0.09926294849773323,0.006675500841171508,0.9754236785831699,0.9324137848759879,1199.0,4.0,4.0,0.0,0.0,4.0,4.0
7.0,0.0956927872513242,0.10227253252744709,0.10227253252744709,0.006579745276122886,0.987029310421169,0.9356645903497396,1199.0,4.0,4.0,0.0,0.0,4.0,4.0
6.0,0.08945085858035853,0.095961743024757,0.095961743024757,0.006510884444398471,0.9959246372559287,0.9321512486208308,1199.0,4.0,4.0,0.0,0.0,4.0,4.0
3.0,0.1336512573287976,0.140106509502203,0.140106509502203,0.006455252173405396,0.9905189429435304,0.9539261080991822,1199.0,4.0,4.0,0.0,0.0,4.0,4.0
9.0,0.39894608393482694,0.4055620020612808,0.40714705105868776,0.006615918126453846,0.8394852995695135,0.9798574812158503,1199.0,4.0,4.0,0.0,0.0,4.0,4.0
11.0,0.128580967128517,0.13521401493264995,0.13768196397262736,0.006633047804132958,0.8956638652495966,0.9338984091923634,1199.0,4.0,4.0,0.0,0.0,4.0,4.0
4.0,0.1104694987321432,0.11706800144510685,0.11706800144510685,0.006598502712963639,0.9991712281395888,0.9436353005816224,1199.0,4.0,4.0,0.0,0.0,4.0,4.0
3.0,0.07462384318754556,0.0811153917751329,0.08151047657958674,0.00649154858758734,0.9253195270678007,0.9155122914130298,1199.0,4.0,4.0,0.0,0.0,4.0,4.0
7.0,0.13975070097179826,0.14618926107328942,0.14656724083220501,0.006438560101491159,0.9398465374233217,0.9534920639721222,1199.0,4.0,4.0,0.0,0.0,4.0,4.0
5.0,0.15894733874054923,0.1652769267296366,0.16531836334769293,0.006329587989087365,0.925996451963205,0.9614620875858519,1199.0,4.0,4.0,0.0,0.0,4.0,4.0
