winning_agent,winning_bid_value,winner_aggregated_signal,signal_max,Profit,Probability,efficiency,auction_time,N,A,L,S,B,Delay
2.0,0.071377219745448,0.07784600058165755,0.07784600058165755,0.006468780836209553,0.9891178859557288,0.9169028493708673,1206.0,4.0,4.0,0.0,4.0,0.0,1.0
4.0,0.08935914788317909,0.09600345874370966,0.09600345874370966,0.006644310860530578,0.9968252280910034,0.9307909220409631,1188.0,4.0,4.0,0.0,4.0,0.0,1.0
9.0,0.12689652778406044,0.1335051616590933,0.1335051616590933,0.006608633875032854,0.94643337159118,0.9504990384423633,1204.0,4.0,4.0,0.0,4.0,0.0,1.0
11.0,0.055655859294837,0.06224890931590414,0.06265182575935918,0.006593050021067144,0.9257599024887965,0.8883357926169119,1204.0,4.0,4.0,0.0,4.0,0.0,1.0
2.0,0.04316780464898125,0.049661247923432836,0.049661247923432836,0.006493443274451588,0.9120298006087532,0.8692452657560457,1195.0,4.0,4.0,0.0,4.0,0.0,1.0
0.0,0.07512695692750126,0.0816571464968127,0.0816571464968127,0.006530189569311437,0.9997746209286336,0.9200291725897337,1199.0,4.0,4.0,0.0,4.0,0.0,1.0
0.0,0.07779993461492345,0.0843995560120481,0.08441879748100742,0.006599621397124653,0.9335157300810704,0.9215949164927031,1197.0,4.0,4.0,0.0,4.0,0.0,1.0
3.0,0.1619412732306654,0.16833193894276555,0.16833193894276555,0.0063906657121001464,0.9871363280085488,0.962035334754428,1189.0,4.0,4.0,0.0,4.0,0.0,1.0
0.0,0.20349122372409847,0.20987570781390752,0.2098950409992204,0.006384484089809045,0.9693429485914373,0.9694903831713407,1188.0,4.0,4.0,0.0,4.0,0.0,1.0
0.0,0.04612955269967668,0.05285130054680706,0.052913438448701305,0.00672174784713038,0.993950942132133,0.871792762898947,1197.0,4.0,4.0,0.0,4.0,0.0,1.0
2.0,0.05599805859993738,0.06259686656779931,0.06259686656779931,0.006598807967861928,0.9994932155930369,0.894582455485776,1203.0,4.0,4.0,0.0,4.0,0.0,1.0
1.0,0.10506055355278629,0.11155181798440213,0.11201009429809447,0.006491264431615837,0.917231067661729,0.937956120929483,1207.0,4.0,4.0,0.0,4.0,0.0,1.0
2.0,0.13875310771638533,0.14518387693012896,0.14518387693012896,0.006430769213743637,0.9982207565465293,0.9557060374077315,1202.0,4.0,4.0,0.0,4.0,0.0,1.0
0.0,0.09440837081604686,0.10098489899660595,0.10099430477088689,0.006576528180559094,0.9924133267545316,0.9347890559791395,1199.0,4.0,4.0,0.0,4.0,0.0,1.0
7.0,0.0949131345712426,0.10137382006874107,0.10137382006874107,0.006460685497498467,0.9890519604473588,0.9362686984359718,1201.0,4.0,4.0,0.0,4.0,0.0,1.0
1.0,0.1918423368822591,0.19835997037122605,0.19846351286033562,0.006517633488966945,0.9772781833208208,0.9666378172861627,1186.0,4.0,4.0,0.0,4.0,0.0,1.0
6.0,0.091972822280154,0.09845996707701607,0.0986404475665989,0.006487144796862063,0.9936151914483689,0.9324047543281561,1208.0,4.0,4.0,0.0,4.0,0.0,1.0
4.0,0.03684350424842237,0.04360280471779868,0.04360280471779868,0.0067593004693763045,0.980322947890216,0.8449801448984048,1187.0,4.0,4.0,0.0,4.0,0.0,1.0
6.0,0.12929248127271345,0.13586908530321554,0.13591778487479245,0.006576604030502087,0.9485040351648434,0.9512550649042564,1195.0,4.0,4.0,0.0,4.0,0.0,1.0
0.0,0.09097494275659117,0.09750922247880794,0.09750922247880794,0.0065342797222167764,0.9670355203592564,0.9329880850640883,1206.0,4.0,4.0,0.0,4.0,0.0,1.0
0.0,0.11355403857736338,0.12018372948956481,0.1203316271355342,0.006629690912201433,0.9878964357757793,0.9436757507605463,1188.0,4.0,4.0,0.0,4.0,0.0,1.0
4.0,0.12091361303450014,0.1274627753916759,0.12752105669486244,0.006549162357175745,0.9607044046711155,0.9481854696658226,1206.0,4.0,4.0,0.0,4.0,0.0,1.0
4.0,0.0734829717165965,0.08008692146195556,0.08019780132495664,0.006603949745359064,0.9387100667493766,0.9162716496284972,1196.0,4.0,4.0,0.0,4.0,0.0,1.0
2.0,0.37209652902689944,0.3786739425839826,0.3786739425839826,0.006577413557083189,0.9811797045821321,0.9826304035809793,1197.0,4.0,4.0,0.0,4.0,0.0,1.0
10.0,0.2036853592980114,0.21037689639556723,0.21050558911757566,0.006691537097555822,0.963792609722131,0.9676007185930113,1204.0,4.0,4.0,0.0,4.0,0.0,1.0
6.0,0.18293663971202428,0.18946949779307048,0.18946949779307048,0.0065328580810462,0.9615633728335642,0.9655202649653873,1203.0,4.0,4.0,0.0,4.0,0.0,1.0
4.0,0.07302799718640246,0.07948529943692711,0.07948529943692711,0.006457302250524655,0.9181832272297421,0.9187610502033948,1204.0,4.0,4.0,0.0,4.0,0.0,1.0
10.0,0.030245270243054973,0.03687189061231119,0.037043038280842155,0.006626620369256219,0.9225310792938546,0.8164899977628769,1206.0,4.0,4.0,0.0,4.0,0.0,1.0
11.0,0.17296178299765846,0.17938634437325585,0.17938634437325585,0.006424561375597382,0.9682892083014035,0.9641858949852417,1203.0,4.0,4.0,0.0,4.0,0.0,1.0
9.0,0.09232840779006012,0.0987914470559219,0.0987914470559219,0.006463039265861781,0.9870916835670477,0.9345789594295212,1201.0,4.0,4.0,0.0,4.0,0.0,1.0
9.0,5.737736033509695,5.74423677731517,5.74423677731517,0.00650074380547494,0.9752604260246545,0.9988683015590257,1204.0,4.0,4.0,0.0,4.0,0.0,1.0
