winning_agent,winning_bid_value,winner_aggregated_signal,signal_max,Profit,Probability,efficiency,auction_time,N,A,L,S,B,Delay
1.0,0.10711956430252362,0.11372161003741649,0.11372161003741649,0.00660204573489287,0.9867270231779302,0.9419455481440979,1199.0,4.0,4.0,4.0,0.0,0.0,4.0
3.0,0.5188174071223319,0.5253821282153618,0.5253821282153618,0.006564721093029857,0.9990907832074227,0.9875048640970542,1199.0,4.0,4.0,4.0,0.0,0.0,4.0
0.0,0.03429984105502252,0.04080624146265438,0.04085822374706723,0.006506400407631861,0.9313410666390813,0.839484390397283,1199.0,4.0,4.0,4.0,0.0,0.0,4.0
8.0,0.0922763370513383,0.09885329339327492,0.10064377342925301,0.006576956341936627,0.9592231178363844,0.9168608638884495,1199.0,4.0,4.0,4.0,0.0,0.0,4.0
11.0,0.06218922067460142,0.06886124489903576,0.06980616764845445,0.006672024224434345,0.927158524087792,0.8908843268375345,1199.0,4.0,4.0,4.0,0.0,0.0,4.0
0.0,0.10870512709776907,0.11530270193550687,0.11530270193550687,0.006597574837737805,0.9658368335832779,0.9427803969292231,1199.0,4.0,4.0,4.0,0.0,0.0,4.0
9.0,0.0536696319367652,0.06023323245912346,0.06032904921936638,0.006563600522358257,0.9857307831889106,0.8896150798202299,1199.0,4.0,4.0,4.0,0.0,0.0,4.0
3.0,0.270172164820402,0.276743667539272,0.276743667539272,0.00657150271886997,0.9827809780244128,0.9762541893828973,1199.0,4.0,4.0,4.0,0.0,0.0,4.0
8.0,0.07860740252077748,0.08517713273118285,0.0852057848593745,0.0065697302104053695,0.9947021307722592,0.9225594559162018,1199.0,4.0,4.0,4.0,0.0,0.0,4.0
2.0,0.0965148882757104,0.10306230612405048,0.10306230612405048,0.0065474178483400786,0.9954368443133121,0.9364712658335114,1199.0,4.0,4.0,4.0,0.0,0.0,4.0
8.0,0.14233258528275286,0.14879801096874992,0.14879801096874992,0.006465425685997062,0.9873479202405758,0.9565489777457112,1199.0,4.0,4.0,4.0,0.0,0.0,4.0
