winning_agent,winning_bid_value,winner_aggregated_signal,signal_max,Profit,Probability,efficiency,auction_time,N,A,L,S,B,Delay
6.0,0.08384022132179769,0.09035805416934188,0.09037546073196333,0.006517832847544189,0.9776633008865405,0.9276878993784836,1199.0,4.0,4.0,4.0,0.0,0.0,4.0
8.0,0.11216538082783337,0.11882592774030609,0.11882674564677237,0.006660546912472726,0.9997442270280541,0.9439405263294784,1199.0,4.0,4.0,4.0,0.0,0.0,4.0
9.0,0.064447676240592,0.07080958134148198,0.07123122420889727,0.006361905100889978,0.9186105005530223,0.9047672134847577,1199.0,4.0,4.0,4.0,0.0,0.0,4.0
4.0,0.11376108976974869,0.12090222617519064,0.12109443600154468,0.00714113640544195,0.9587703744061646,0.9394410967676298,1199.0,4.0,4.0,4.0,0.0,0.0,4.0
1.0,0.12827411349473417,0.13479806530411326,0.1348283287477824,0.006523951809379092,0.9370000483353278,0.9513884410352003,1199.0,4.0,4.0,4.0,0.0,0.0,4.0
1.0,0.09403889357838152,0.10057699013896462,0.10166051368755971,0.006538096560583101,0.9311993672116758,0.9250287074822163,1199.0,4.0,4.0,4.0,0.0,0.0,4.0
11.0,0.31282034653200114,0.31955614397972415,0.31955614397972415,0.006735797447723013,0.9877947900132742,0.9789213958967086,1199.0,4.0,4.0,4.0,0.0,0.0,4.0
9.0,0.06217085562973405,0.06874712291641055,0.06960098861175985,0.006576267286676506,0.8808455756583378,0.8932467321193998,1199.0,4.0,4.0,4.0,0.0,0.0,4.0
5.0,0.0705718497775291,0.077049291417228,0.07708187967915799,0.0064774416396988915,0.9728320679314528,0.9155439653427507,1199.0,4.0,4.0,4.0,0.0,0.0,4.0
11.0,0.09984521535533089,0.10633067652513592,0.10633067652513592,0.006485461169805029,0.9983924502901611,0.9390066782066236,1199.0,4.0,4.0,4.0,0.0,0.0,4.0
8.0,0.072700082883472,0.07923566600060575,0.07923624630568452,0.006535583117133745,0.974292692068221,0.9175104358553694,1199.0,4.0,4.0,4.0,0.0,0.0,4.0
11.0,0.0999346358342676,0.10639047635539337,0.10643504921394228,0.006455840521125772,0.9484450091287717,0.938926007666813,1199.0,4.0,4.0,4.0,0.0,0.0,4.0
4.0,0.06840943129602438,0.07558420112481425,0.07603802135366756,0.007174769828789868,0.9812542703010054,0.8996740062164278,1199.0,4.0,4.0,4.0,0.0,0.0,4.0
3.0,0.27093822972940557,0.2775978407833195,0.277598888908007,0.006659611053913939,0.9849867415885105,0.9760061749353446,1199.0,4.0,4.0,4.0,0.0,0.0,4.0
3.0,0.20987820221104062,0.21634348007511764,0.21677510850536588,0.006465277864077024,0.9598774793607012,0.9681840487043071,1199.0,4.0,4.0,4.0,0.0,0.0,4.0
11.0,0.05639281986477339,0.06292311227591996,0.06292311227591996,0.006530292411146568,0.9962302738941939,0.8962179050757849,1199.0,4.0,4.0,4.0,0.0,0.0,4.0
8.0,0.11877589995111211,0.12535217934258155,0.125362239580502,0.0065762793914694445,0.9931915705617465,0.9474615350568906,1199.0,4.0,4.0,4.0,0.0,0.0,4.0
4.0,0.06184613768931552,0.06881991176837447,0.07128998926775001,0.006973774079058956,0.9520008500585792,0.867529064382863,1199.0,4.0,4.0,4.0,0.0,0.0,4.0
1.0,0.36515869496227865,0.3717008158648135,0.3717008158648135,0.006542120902534865,0.9713369209579712,0.9823994981358496,1199.0,4.0,4.0,4.0,0.0,0.0,4.0
0.0,0.1712672915830642,0.17776704978846425,0.17788765955015085,0.0064997582054000524,0.8892741567360845,0.9627834331857056,1199.0,4.0,4.0,4.0,0.0,0.0,4.0
2.0,0.07112761987509217,0.07771390742179299,0.07771390742179299,0.00658628754670082,0.9184780190818249,0.9152495638785259,1199.0,4.0,4.0,4.0,0.0,0.0,4.0
8.0,0.2925399413979331,0.29928895233528263,0.3007133734379762,0.006749010937349531,0.8984742342747524,0.9728198585031372,1199.0,4.0,4.0,4.0,0.0,0.0,4.0
